City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current Description
697,Richmond,37.5538,-77.4603,56.23,55,75,14.97,US,broken clouds
698,Gloversville,43.0528,-74.3438,37.74,91,100,12.66,US,overcast clouds
699,Paka,4.6374,103.4368,76.41,89,64,3.53,MY,broken clouds
700,Coahuayana,18.7333,-103.6833,89.35,32,2,4.05,MX,clear sky
701,Kayes,14.0,-11.0,90.9,11,87,4.72,ML,overcast clouds
702,Jaru,-10.4389,-62.4664,79.38,90,72,8.81,BR,broken clouds
703,Sitrah,26.1547,50.6206,64.4,82,22,2.3,BH,few clouds
704,Port Shepstone,-30.7414,30.455,75.45,88,6,2.06,ZA,clear sky
705,Antalaha,-14.9003,50.2788,76.19,86,98,3.27,MG,moderate rain
706,Kirovsk,48.6375,38.6428,26.04,93,100,10.94,UA,overcast clouds
707,Pleasant Point,-44.2667,171.1333,57.27,91,87,2.28,NZ,overcast clouds
708,Hungund,16.0667,76.05,72.1,32,6,6.42,IN,clear sky
709,Umm Lajj,25.0213,37.2685,68.22,57,16,11.63,SA,few clouds
710,Bayburt,40.2589,40.2278,20.84,71,100,4.41,TR,overcast clouds
711,Tambo,-14.8,-73.9167,53.47,35,11,14.23,PE,few clouds
712,Inverness,57.4791,-4.224,39.11,93,40,2.3,GB,scattered clouds
713,Segou,13.4317,-6.2157,83.71,12,14,7.18,ML,few clouds
714,Jamame,0.0722,42.7506,76.06,84,11,12.68,SO,few clouds
715,Neuquen,-38.9516,-68.0591,87.69,22,0,5.75,AR,clear sky
716,Gazanjyk,39.2446,55.5154,19.02,59,5,27.13,TM,clear sky
717,Sturgis,41.7992,-85.4192,31.8,80,100,11.5,US,overcast clouds
718,Tatarsk,55.219,75.9828,1.35,95,71,10.8,RU,broken clouds
719,Rio Gallegos,-51.6226,-69.2181,73.45,21,75,39.12,AR,broken clouds
720,Maniitsoq,65.4167,-52.9,10.96,92,100,17.2,GL,overcast clouds
721,Kaohsiung,22.6163,120.3133,76.03,78,61,1.99,TW,broken clouds
722,Wesselsbron,-27.8549,26.3658,76.68,18,1,5.97,ZA,clear sky
723,Ukiah,39.1502,-123.2078,53.15,93,100,8.05,US,light rain
724,Moerai,-22.4333,-151.3333,78.31,86,98,21.43,PF,moderate rain
725,Pochutla,15.7432,-96.4661,86.83,43,3,6.96,MX,clear sky
726,Villa Union,23.2,-106.2333,82.36,45,0,0.0,MX,clear sky
727,Igrim,63.1906,64.4162,13.55,90,93,6.26,RU,overcast clouds
728,Sobolevo,54.4299,31.8996,28.02,91,67,14.0,RU,broken clouds
729,Alice Springs,-23.7,133.8833,72.95,83,20,0.0,AU,few clouds
730,Formosa,-26.1775,-58.1781,71.58,94,75,9.22,AR,broken clouds
731,Voi,-3.3945,38.563,73.44,76,11,5.75,KE,few clouds
732,Ampanihy,-24.7,44.75,75.67,83,37,13.06,MG,scattered clouds
